date;vac_statut;age;nb_PCR;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;effectif J-7
2021-06-19;Primo dose récente;[0,19];528;8;0;0;0;0;287695
2021-06-19;Primo dose récente;[40,59];1726;17;2;2;0;0;1985078
2021-06-20;Primo dose récente;[60,79];133;0;0;0;0;0;487654
2021-06-21;Primo dose récente;[60,79];869;6;1;1;0;0;496507
2021-06-22;Primo dose récente;[40,59];1992;22;0;0;0;0;1868006
2021-06-23;Primo dose récente;[20,39];3791;37;1;0;0;0;2124628
2021-06-24;Primo dose récente;[20,39];4407;28;0;0;0;0;2075852
2021-06-25;Primo dose récente;[0,19];1634;17;0;0;0;0;454579
2021-06-26;Primo dose récente;[40,59];1355;8;0;0;0;0;1524321
2021-06-27;Primo dose récente;[60,79];91;1;0;0;0;0;381769
2021-06-28;Primo dose récente;[60,79];662;5;0;0;0;0;385810
2021-06-29;Primo dose récente;[20,39];2652;32;1;1;0;0;1716306
2021-06-29;Primo dose récente;[60,79];413;0;1;1;0;0;373466
2021-06-29;Primo dose récente;"[80;+]";131;0;0;0;0;0;59092
2021-06-30;Primo dose récente;[0,19];1981;20;0;0;0;0;603645
2021-06-30;Primo dose récente;[40,59];1644;14;0;0;0;0;1286139
2021-07-02;Primo dose récente;[60,79];468;5;1;1;0;0;315431
2021-07-05;Primo dose récente;"[80;+]";141;0;0;0;0;0;46821
2021-07-06;Primo dose récente;"[80;+]";142;0;0;0;0;0;46209
2021-07-07;Primo dose récente;[0,19];2474;42;0;0;0;0;725061
2021-07-07;Primo dose récente;[40,59];1533;26;0;0;0;0;883246
2021-07-08;Primo dose récente;[40,59];1838;25;0;0;0;0;851506
2021-07-10;Primo dose récente;[20,39];1891;41;0;0;0;0;975891
2021-07-10;Primo dose récente;[40,59];1141;24;2;1;0;0;769062
2021-07-11;Primo dose récente;[20,39];452;9;0;0;0;0;924051
2021-07-11;Primo dose récente;[60,79];73;3;0;0;0;0;233859
2021-07-12;Primo dose récente;"[80;+]";144;1;0;0;0;0;40339
2021-07-13;Primo dose récente;[0,19];2112;78;0;0;0;0;629155
2021-07-13;Primo dose récente;[20,39];3246;141;3;3;0;0;941392
2021-07-13;Primo dose récente;[40,59];1816;51;1;1;0;0;749427
2021-07-13;Primo dose récente;"[80;+]";156;3;0;0;0;0;40958
2021-07-14;Primo dose récente;[20,39];809;33;0;0;0;0;927050
2021-07-14;Primo dose récente;[60,79];69;0;0;0;0;0;245542
2021-07-15;Primo dose récente;"[80;+]";113;2;0;0;0;0;41409
2021-07-16;Primo dose récente;[0,19];3194;99;0;0;0;0;612335
2021-07-16;Primo dose récente;[40,59];2207;59;1;1;0;0;750744
2021-07-17;Primo dose récente;[20,39];2592;148;0;0;0;0;893285
2021-07-18;Primo dose récente;[0,19];344;14;0;0;0;0;572530
2021-07-18;Primo dose récente;"[80;+]";41;2;1;1;0;0;38945
2021-07-19;Primo dose récente;[0,19];2521;186;0;0;0;0;590902
2021-07-19;Primo dose récente;[20,39];4912;497;0;0;0;0;902807
2021-07-21;Primo dose récente;[0,19];2547;196;1;1;0;0;611993
2021-07-21;Primo dose récente;[20,39];6770;652;0;0;0;0;968564
2021-07-21;Primo dose récente;[40,59];2766;148;3;3;0;0;772386
2021-07-21;Primo dose récente;"[80;+]";101;1;0;0;0;0;39820
2021-07-23;Primo dose récente;"[80;+]";114;3;1;0;0;0;42330
2021-07-24;Primo dose récente;[0,19];2435;152;1;1;0;0;640279
2021-07-24;Primo dose récente;"[80;+]";85;2;0;0;0;0;41623
2021-07-25;Primo dose récente;[0,19];513;39;0;0;0;0;630762
2021-07-25;Primo dose récente;[40,59];526;23;0;0;2;2;864142
2021-07-26;Primo dose récente;[20,39];9993;1136;4;4;0;0;1251203
2021-07-26;Primo dose récente;[40,59];4376;314;5;4;1;1;919172
2021-07-26;Primo dose récente;"[80;+]";194;4;0;0;0;0;43121
2021-07-27;Primo dose récente;[0,19];3001;296;0;0;1;0;700284
2021-07-27;Primo dose récente;[20,39];9029;932;6;6;0;0;1348651
2021-07-28;Primo dose récente;[0,19];3223;289;0;0;0;0;737920
2021-07-31;Primo dose récente;[60,79];581;20;5;3;0;0;341352
2021-08-01;Primo dose récente;[0,19];609;36;1;1;0;0;803172
2021-08-01;Primo dose récente;[40,59];670;49;4;4;2;2;1154876
2021-08-03;Primo dose récente;[0,19];3279;317;0;0;0;0;905693
2021-08-03;Primo dose récente;[20,39];10312;984;2;1;1;1;1958243
2021-08-03;Primo dose récente;[40,59];4781;401;11;9;2;2;1297900
2021-08-04;Primo dose récente;[60,79];771;60;2;2;0;0;394624
2021-08-05;Primo dose récente;[20,39];12973;907;4;4;2;2;2150898
2021-08-05;Primo dose récente;[40,59];6014;346;8;7;2;2;1431433
2021-08-05;Primo dose récente;[60,79];869;62;4;4;0;0;417279
2021-08-06;Primo dose récente;[20,39];17277;859;5;4;2;2;2193775
2021-08-06;Primo dose récente;[60,79];1085;63;3;3;1;1;421275
2021-08-07;Primo dose récente;[20,39];8364;444;5;5;0;0;2165693
2021-08-07;Primo dose récente;"[80;+]";135;4;1;1;0;0;60460
2021-08-08;Primo dose récente;[40,59];832;66;7;5;4;2;1408843
2021-08-09;Primo dose récente;[20,39];15276;1104;4;3;1;1;2173473
2021-08-09;Primo dose récente;[60,79];1563;93;7;7;1;1;418917
2021-08-10;Primo dose récente;[0,19];3425;320;0;0;0;0;1071071
2021-08-10;Primo dose récente;[40,59];6586;417;11;10;3;3;1481796
2021-08-11;Primo dose récente;[40,59];6066;375;10;10;3;3;1480394
2021-08-14;Primo dose récente;[20,39];7262;329;4;3;1;1;1995695
2021-08-14;Primo dose récente;[40,59];3969;158;7;5;3;3;1389380
2021-08-14;Primo dose récente;"[80;+]";155;4;0;0;1;1;63696
2021-08-15;Primo dose récente;[20,39];1332;80;2;1;0;0;1912657
2021-08-15;Primo dose récente;[40,59];585;33;12;12;2;2;1336908
2021-08-16;Primo dose récente;[0,19];2934;255;0;0;1;1;1056888
2021-08-16;Primo dose récente;[60,79];1592;70;4;3;2;2;404059
2021-08-17;Primo dose récente;[0,19];2231;218;1;0;0;0;1051857
2021-08-17;Primo dose récente;[20,39];8554;492;6;6;1;1;1898932
2021-08-17;Primo dose récente;[40,59];5049;275;7;7;3;0;1343778
2021-08-17;Primo dose récente;[60,79];1207;50;3;3;2;2;401749
2021-08-18;Primo dose récente;[40,59];4207;223;8;7;2;2;1292468
2021-08-18;Primo dose récente;[60,79];1029;48;5;5;0;0;389487
2021-08-18;Primo dose récente;"[80;+]";253;8;0;0;1;1;64121
2021-08-19;Primo dose récente;[0,19];2382;159;0;0;1;1;986999
2021-08-19;Primo dose récente;[60,79];933;45;4;4;2;2;378567
2021-08-20;Primo dose récente;[40,59];5547;190;5;4;1;1;1173174
2021-08-20;Primo dose récente;"[80;+]";255;9;3;2;0;0;61725
2021-08-21;Primo dose récente;[0,19];1299;73;0;0;0;0;885232
2021-08-22;Primo dose récente;[40,59];386;14;2;2;0;0;1029236
2021-08-22;Primo dose récente;[60,79];109;3;1;0;4;4;325162
2021-08-22;Primo dose récente;"[80;+]";64;1;2;2;0;0;56665
2021-05-31;Vaccination complète;[20,39];3529;52;0;0;0;0;724284
2021-06-01;Vaccination complète;[40,59];6155;93;3;3;1;1;1933878
2021-06-01;Vaccination complète;[60,79];11865;127;8;8;4;1;4885301
2021-06-03;Vaccination complète;[20,39];4389;49;3;1;0;0;789353
2021-06-03;Vaccination complète;[40,59];6838;95;4;3;1;0;2041283
2021-06-04;Vaccination complète;[0,19];216;1;0;0;0;0;25834
2021-06-04;Vaccination complète;[60,79];14177;101;4;4;2;1;5165793
2021-06-04;Vaccination complète;"[80;+]";6456;27;8;5;1;1;2585024
2021-06-05;Vaccination complète;[20,39];2128;22;0;0;0;0;827236
2021-06-05;Vaccination complète;[60,79];9168;62;4;1;4;3;5216148
2021-06-05;Vaccination complète;"[80;+]";4129;42;8;6;1;0;2590092
2021-06-06;Vaccination complète;[20,39];553;4;0;0;0;0;833539
2021-06-06;Vaccination complète;"[80;+]";1841;12;4;3;0;0;2591134
2021-06-07;Vaccination complète;[0,19];140;5;0;0;0;0;28311
2021-06-07;Vaccination complète;[40,59];8025;99;4;2;0;0;2178341
2021-06-07;Vaccination complète;"[80;+]";8564;71;11;9;2;1;2593806
2021-06-08;Vaccination complète;[40,59];6412;78;1;1;1;1;2244299
2021-06-08;Vaccination complète;[60,79];12221;73;8;7;2;2;5368256
2021-06-09;Vaccination complète;[20,39];3593;32;1;0;1;0;903331
2021-06-09;Vaccination complète;[40,59];6276;61;3;1;0;0;2316280
2021-06-09;Vaccination complète;[60,79];10619;65;7;5;0;0;5482802
2021-06-10;Vaccination complète;[0,19];122;0;0;0;0;0;33082
2021-06-11;Vaccination complète;[0,19];177;4;0;0;0;0;35056
2021-06-11;Vaccination complète;[40,59];7051;72;3;3;1;1;2487887
2021-06-12;Vaccination complète;[0,19];75;1;0;0;0;0;36703
2021-06-12;Vaccination complète;[20,39];2090;14;0;0;0;0;991994
2021-06-12;Vaccination complète;[40,59];4048;40;0;0;0;0;2543905
2021-06-12;Vaccination complète;"[80;+]";4212;12;3;3;1;1;2664228
2021-06-13;Vaccination complète;[60,79];2304;12;1;0;1;1;5893328
2021-06-13;Vaccination complète;"[80;+]";1912;10;2;1;3;1;2665736
2021-06-14;Vaccination complète;[0,19];145;2;0;0;0;0;39026
2021-06-14;Vaccination complète;[20,39];4090;37;0;0;0;0;1027003
2021-06-14;Vaccination complète;[60,79];18290;68;11;8;1;1;6018105
2021-06-14;Vaccination complète;"[80;+]";8276;42;4;3;0;0;2677052
2021-06-16;Vaccination complète;[40,59];6476;38;3;3;0;0;2776411
2021-06-16;Vaccination complète;[60,79];11170;55;5;3;3;2;6318850
2021-06-16;Vaccination complète;"[80;+]";5621;29;7;7;1;0;2706520
2021-06-17;Vaccination complète;[20,39];5305;38;2;2;0;0;1132362
2021-06-17;Vaccination complète;[40,59];6833;35;2;2;0;0;2863508
2021-06-17;Vaccination complète;[60,79];9911;52;6;5;1;0;6481501
2021-06-18;Vaccination complète;[0,19];181;1;0;0;0;0;47444
2021-06-18;Vaccination complète;[20,39];5002;32;0;0;1;1;1172200
2021-06-19;Vaccination complète;[0,19];118;3;0;0;0;0;49547
2021-06-19;Vaccination complète;[40,59];4824;30;0;0;0;0;3042849
2021-06-19;Vaccination complète;[60,79];10506;21;5;4;1;1;6795648
2021-06-20;Vaccination complète;[20,39];782;2;0;0;0;0;1206163
2021-06-21;Vaccination complète;[60,79];18277;61;7;6;2;1;6984459
2021-06-22;Vaccination complète;[40,59];7088;43;1;1;1;1;3243039
2021-06-22;Vaccination complète;[60,79];12957;40;7;4;2;2;7171244
2021-06-22;Vaccination complète;"[80;+]";6249;24;4;3;0;0;2784153
2021-06-24;Vaccination complète;[0,19];252;4;0;0;0;0;61745
2021-06-24;Vaccination complète;[20,39];5685;38;1;0;0;0;1369245
2021-06-24;Vaccination complète;[60,79];8842;28;3;2;0;0;7490609
2021-06-24;Vaccination complète;"[80;+]";4336;16;5;3;0;0;2816389
2021-06-25;Vaccination complète;[0,19];300;4;0;0;0;0;65281
2021-06-25;Vaccination complète;[60,79];14463;47;5;3;2;2;7690572
2021-06-26;Vaccination complète;[20,39];3593;24;2;2;0;0;1463456
2021-06-27;Vaccination complète;[40,59];1507;7;2;1;0;0;3714228
2021-06-27;Vaccination complète;[60,79];2602;6;5;4;1;1;7807788
2021-06-27;Vaccination complète;"[80;+]";1879;3;3;3;0;0;2846588
2021-06-28;Vaccination complète;[60,79];18833;50;7;5;1;1;7976715
2021-06-29;Vaccination complète;[0,19];412;5;0;0;0;0;78212
2021-06-29;Vaccination complète;[40,59];9396;43;1;1;0;0;4001411
2021-06-29;Vaccination complète;[60,79];12953;24;4;2;3;2;8164512
2021-06-30;Vaccination complète;[40,59];9633;56;2;2;0;0;4162651
2021-07-01;Vaccination complète;[60,79];8508;48;3;2;3;2;8480563
2021-07-01;Vaccination complète;"[80;+]";4188;27;3;2;0;0;2912616
2021-07-02;Vaccination complète;[40,59];12589;67;1;1;0;0;4514905
2021-07-02;Vaccination complète;[60,79];13870;53;5;4;3;2;8660986
2021-07-03;Vaccination complète;[40,59];9003;50;0;0;1;1;4661926
2021-07-04;Vaccination complète;[20,39];1809;17;2;2;0;0;1957946
2021-07-05;Vaccination complète;[20,39];10406;146;1;1;0;0;2053024
2021-07-06;Vaccination complète;[0,19];829;11;0;0;0;0;122855
2021-07-07;Vaccination complète;"[80;+]";5336;22;2;1;0;0;2978554
2021-07-09;Vaccination complète;[0,19];1662;38;0;0;0;0;168648
2021-07-09;Vaccination complète;[20,39];13664;188;1;1;0;0;2533423
2021-07-09;Vaccination complète;[40,59];17069;115;2;1;0;0;5821756
2021-07-09;Vaccination complète;"[80;+]";5302;29;9;6;0;0;3006354
2021-07-10;Vaccination complète;[20,39];8351;85;1;1;0;0;2648792
2021-07-10;Vaccination complète;[40,59];11105;64;2;1;1;0;6022936
2021-07-10;Vaccination complète;[60,79];9641;36;4;3;0;0;9445024
2021-07-12;Vaccination complète;[40,59];18493;210;2;2;2;2;6325060
2021-07-13;Vaccination complète;[0,19];1476;58;0;0;0;0;228789
2021-07-13;Vaccination complète;[20,39];15098;273;2;2;0;0;2999116
2021-07-13;Vaccination complète;[40,59];17584;189;1;0;0;0;6566745
2021-07-14;Vaccination complète;[0,19];392;11;0;0;0;0;250749
2021-07-15;Vaccination complète;[40,59];19126;260;1;1;0;0;7018095
2021-07-16;Vaccination complète;[0,19];2023;74;0;0;0;0;294119
2021-07-17;Vaccination complète;"[80;+]";4207;38;3;3;0;0;3076805
2021-07-18;Vaccination complète;[20,39];3400;98;2;2;1;1;3659274
2021-07-18;Vaccination complète;"[80;+]";2042;12;2;2;1;1;3077881
2021-07-19;Vaccination complète;[40,59];21366;488;5;5;1;1;7698304
2021-07-19;Vaccination complète;[60,79];19718;295;7;6;1;1;10126596
2021-07-19;Vaccination complète;"[80;+]";8586;105;6;4;0;0;3085655
2021-07-20;Vaccination complète;[0,19];1984;119;0;0;0;0;367289
2021-07-20;Vaccination complète;[20,39];15773;655;3;2;0;0;3973641
2021-07-20;Vaccination complète;"[80;+]";7239;86;5;5;1;1;3096546
2021-07-21;Vaccination complète;[40,59];17228;427;4;2;1;1;8110946
2021-07-21;Vaccination complète;"[80;+]";6758;97;16;15;2;2;3105370
2021-07-22;Vaccination complète;[40,59];17956;444;1;1;1;1;8293707
2021-07-22;Vaccination complète;[60,79];10622;254;9;9;1;1;10380273
2021-07-24;Vaccination complète;[0,19];1876;67;0;0;0;0;496234
2021-07-25;Vaccination complète;[0,19];578;20;0;0;0;0;509529
2021-07-26;Vaccination complète;[0,19];2918;173;0;0;0;0;551337
2021-07-27;Vaccination complète;[20,39];18996;797;7;4;0;0;5078784
2021-07-27;Vaccination complète;[60,79];15813;441;27;26;3;3;10650902
2021-07-27;Vaccination complète;"[80;+]";8389;127;33;27;0;0;3147686
2021-07-28;Vaccination complète;[20,39];20563;868;3;1;0;0;5162086
2021-07-28;Vaccination complète;"[80;+]";7955;160;18;17;2;2;3150030
2021-07-29;Vaccination complète;[0,19];3133;121;0;0;0;0;676524
2021-07-30;Vaccination complète;[0,19];4313;114;0;0;0;0;729250
2021-07-30;Vaccination complète;[20,39];24982;805;3;2;1;1;5582048
2021-07-30;Vaccination complète;[40,59];24708;685;6;5;3;1;9584475
2021-07-30;Vaccination complète;"[80;+]";6909;160;19;17;2;2;3168401
2021-07-31;Vaccination complète;[20,39];14885;393;1;0;1;1;5728809
2021-07-31;Vaccination complète;[40,59];15107;375;12;11;1;0;9711447
2021-07-31;Vaccination complète;[60,79];9811;247;15;15;9;7;10831747
2021-07-31;Vaccination complète;"[80;+]";4082;82;25;22;1;1;3171848
2021-08-02;Vaccination complète;[20,39];23942;1134;3;3;0;0;5979955
2021-08-02;Vaccination complète;[60,79];19337;782;18;15;13;13;10884075
2021-08-03;Vaccination complète;[0,19];2946;108;2;2;0;0;894568
2021-08-03;Vaccination complète;[40,59];20149;858;10;7;4;4;10079360
2021-08-03;Vaccination complète;[60,79];15733;652;37;33;9;9;10945700
2021-08-03;Vaccination complète;"[80;+]";8748;279;24;23;3;3;3186000
2021-08-04;Vaccination complète;[0,19];2819;108;0;0;0;0;963969
2021-08-04;Vaccination complète;[20,39];19760;931;2;2;0;0;6350148
2021-08-04;Vaccination complète;[60,79];14316;605;30;28;9;7;10987515
2021-08-04;Vaccination complète;"[80;+]";8228;300;28;26;3;2;3191696
2021-08-07;Vaccination complète;[20,39];13228;501;10;10;0;0;6838133
2021-08-08;Vaccination complète;[20,39];4607;185;2;2;0;0;6881292
2021-08-08;Vaccination complète;[60,79];3264;80;20;20;5;5;11135597
2021-08-09;Vaccination complète;[40,59];23241;1178;12;10;6;3;10781822
2021-08-09;Vaccination complète;[60,79];19161;888;42;36;10;10;11173043
2021-08-10;Vaccination complète;[0,19];2737;114;2;1;0;0;1307391
2021-08-11;Vaccination complète;[60,79];13603;731;43;41;12;12;11262084
2021-08-12;Vaccination complète;[20,39];19695;897;9;7;1;0;7420054
2021-08-12;Vaccination complète;[60,79];11926;681;32;29;17;17;11308194
2021-08-13;Vaccination complète;[0,19];3641;118;0;0;0;0;1507749
2021-08-13;Vaccination complète;[20,39];21085;967;6;4;1;1;7556824
2021-08-13;Vaccination complète;"[80;+]";8174;357;35;30;2;2;3244377
2021-08-15;Vaccination complète;[0,19];636;20;0;0;0;0;1570368
2021-08-15;Vaccination complète;[40,59];3220;137;13;10;3;2;11343872
2021-08-15;Vaccination complète;[60,79];3183;107;35;26;8;7;11378286
2021-08-15;Vaccination complète;"[80;+]";2277;61;26;25;4;2;3247422
2021-08-16;Vaccination complète;[40,59];21652;1311;17;13;4;3;11429262
2021-08-17;Vaccination complète;"[80;+]";9488;319;40;36;4;4;3257021
2021-08-18;Vaccination complète;[60,79];13658;749;54;46;14;13;11474717
2021-08-19;Vaccination complète;[0,19];2817;104;0;0;0;0;1809725
2021-08-19;Vaccination complète;[20,39];17889;917;6;5;3;3;8125212
2021-08-20;Vaccination complète;"[80;+]";8066;299;35;33;3;3;3273126
2021-08-22;Vaccination complète;[0,19];617;18;0;0;0;0;1926886
2021-05-31;Ensemble;[20,39];73948;3836;51;40;9;6;15805698
2021-06-01;Ensemble;[0,19];50710;1971;24;14;1;1;16124004
2021-06-01;Ensemble;"[80;+]";17073;291;55;47;4;4;4132668
2021-06-03;Ensemble;[0,19];50001;1659;10;7;2;2;16124004
2021-06-04;Ensemble;[0,19];60305;1862;15;7;1;0;16124004
2021-06-04;Ensemble;"[80;+]";14973;206;65;50;4;3;4132668
2021-06-05;Ensemble;[0,19];22936;889;11;7;0;0;16124004
2021-06-05;Ensemble;[20,39];41423;1206;36;28;8;6;15805698
2021-06-06;Ensemble;[40,59];7988;230;56;32;17;13;17386935
2021-06-06;Ensemble;"[80;+]";4582;78;33;23;7;3;4132668
2021-06-07;Ensemble;[0,19];46537;1696;15;12;1;1;16124004
2021-06-07;Ensemble;[20,39];70098;2533;54;42;2;2;15805698
2021-06-07;Ensemble;"[80;+]";19603;261;58;45;13;10;4132668
2021-06-08;Ensemble;[40,59];51640;1314;75;61;18;14;17386935
2021-06-09;Ensemble;[40,59];51521;1126;75;52;19;13;17386935
2021-06-10;Ensemble;[40,59];53583;1026;58;44;19;14;17386935
2021-06-11;Ensemble;[20,39];76103;1483;27;20;4;3;15805698
2021-06-12;Ensemble;[0,19];16696;519;8;4;2;2;16124004
2021-06-13;Ensemble;[20,39];10750;185;29;19;3;2;15805698
2021-06-14;Ensemble;[40,59];58757;1195;63;44;19;15;17386935
2021-06-14;Ensemble;"[80;+]";18167;168;29;19;7;5;4132668
2021-06-15;Ensemble;[0,19];30914;652;13;9;3;1;16124004
2021-06-15;Ensemble;[60,79];39017;375;59;47;12;9;13957936
2021-06-15;Ensemble;"[80;+]";14273;140;29;20;2;2;4132668
2021-06-16;Ensemble;[60,79];34160;327;49;30;20;15;13957936
2021-06-17;Ensemble;[40,59];52357;651;41;27;15;10;17386935
2021-06-17;Ensemble;"[80;+]";10816;120;26;20;5;3;4132668
2021-06-19;Ensemble;[40,59];33968;366;35;29;9;5;17386935
2021-06-20;Ensemble;[0,19];4306;58;7;4;0;0;16124004
2021-06-20;Ensemble;[40,59];8152;107;28;22;5;5;17386935
2021-06-21;Ensemble;[20,39];63242;1009;31;24;2;1;15805698
2021-06-21;Ensemble;[40,59];56062;784;32;24;15;11;17386935
2021-06-21;Ensemble;"[80;+]";16666;125;24;18;3;2;4132668
2021-06-22;Ensemble;[0,19];27798;444;12;7;1;1;16124004
2021-06-26;Ensemble;"[80;+]";8624;51;15;9;1;1;4132668
2021-06-27;Ensemble;[40,59];8289;94;28;21;7;7;17386935
2021-06-27;Ensemble;[60,79];7029;53;21;15;6;5;13957936
2021-06-27;Ensemble;"[80;+]";4204;36;13;10;3;2;4132668
2021-06-28;Ensemble;[60,79];48056;309;39;26;11;7;13957936
2021-06-29;Ensemble;[0,19];34284;425;7;3;0;0;16124004
2021-06-29;Ensemble;[40,59];47732;514;25;18;4;4;17386935
2021-06-30;Ensemble;[0,19];38756;525;5;2;1;0;16124004
2021-06-30;Ensemble;[20,39];64052;1101;18;13;3;2;15805698
2021-06-30;Ensemble;[40,59];50248;581;24;20;7;4;17386935
2021-07-01;Ensemble;[0,19];46811;504;2;1;1;0;16124004
2021-07-01;Ensemble;[40,59];53895;528;19;11;5;3;17386935
2021-07-01;Ensemble;[60,79];24116;235;33;25;9;6;13957936
2021-07-02;Ensemble;[0,19];54195;597;5;2;1;1;16124004
2021-07-02;Ensemble;[20,39];81812;1237;21;17;2;2;15805698
2021-07-03;Ensemble;[20,39];45695;749;13;11;4;3;15805698
2021-07-03;Ensemble;[60,79];25307;149;30;24;8;7;13957936
2021-07-03;Ensemble;"[80;+]";8275;43;10;6;1;0;4132668
2021-07-04;Ensemble;[0,19];8755;144;6;5;0;0;16124004
2021-07-04;Ensemble;[40,59];9858;137;19;15;6;2;17386935
2021-07-04;Ensemble;[60,79];6841;66;17;12;4;3;13957936
2021-07-05;Ensemble;[40,59];68795;944;28;18;8;4;17386935
2021-07-07;Ensemble;[0,19];47867;840;7;4;3;1;16124004
2021-07-07;Ensemble;[20,39];71974;1925;19;12;4;1;15805698
2021-07-07;Ensemble;[60,79];28365;299;30;19;11;6;13957936
2021-07-07;Ensemble;"[80;+]";11337;75;20;15;0;0;4132668
2021-07-08;Ensemble;[0,19];56755;867;6;4;1;0;16124004
2021-07-08;Ensemble;[60,79];24091;236;31;25;9;8;13957936
2021-07-09;Ensemble;[0,19];66814;1017;3;2;3;2;16124004
2021-07-09;Ensemble;"[80;+]";10856;85;20;13;1;1;4132668
2021-07-10;Ensemble;[40,59];41362;484;28;20;14;11;17386935
2021-07-10;Ensemble;"[80;+]";7901;53;13;9;3;2;4132668
2021-07-11;Ensemble;[20,39];14435;423;18;14;1;1;15805698
2021-07-11;Ensemble;"[80;+]";3955;32;15;9;2;2;4132668
2021-07-12;Ensemble;[60,79];34667;434;29;21;14;12;13957936
2021-07-15;Ensemble;[20,39];103105;5583;25;21;4;4;15805698
2021-07-16;Ensemble;[0,19];60799;2349;6;4;1;0;16124004
2021-07-16;Ensemble;[40,59];69472;1972;51;37;15;10;17386935
2021-07-17;Ensemble;[0,19];35069;1363;8;5;3;2;16124004
2021-07-17;Ensemble;"[80;+]";8087;84;28;20;2;2;4132668
2021-07-18;Ensemble;[0,19];8466;418;16;7;1;0;16124004
2021-07-18;Ensemble;[40,59];10969;386;42;36;17;12;17386935
2021-07-18;Ensemble;"[80;+]";4170;49;15;9;3;3;4132668
2021-07-19;Ensemble;[0,19];51575;3966;12;7;4;1;16124004
2021-07-19;Ensemble;[40,59];72411;3428;62;49;16;13;17386935
2021-07-19;Ensemble;[60,79];44169;1058;59;47;26;22;13957936
2021-07-20;Ensemble;[0,19];42676;3532;10;5;1;1;16124004
2021-07-20;Ensemble;[60,79];35143;898;44;35;17;14;13957936
2021-07-21;Ensemble;[60,79];31021;969;69;52;20;13;13957936
2021-07-22;Ensemble;[60,79];28408;974;64;55;17;16;13957936
2021-07-22;Ensemble;"[80;+]";12682;273;55;42;2;2;4132668
2021-07-23;Ensemble;[20,39];147019;9574;68;50;13;10;15805698
2021-07-25;Ensemble;[0,19];9218;632;21;10;2;2;16124004
2021-07-25;Ensemble;[60,79];7397;236;90;71;26;22;13957936
2021-07-27;Ensemble;[20,39];103767;10911;98;70;14;11;15805698
2021-07-28;Ensemble;[60,79];32509;1497;112;87;49;37;13957936
2021-07-28;Ensemble;"[80;+]";15360;404;75;58;6;4;4132668
2021-07-29;Ensemble;[20,39];123068;9971;104;83;28;22;15805698
2021-07-29;Ensemble;[40,59];81253;4486;147;103;39;31;17386935
2021-07-30;Ensemble;[20,39];152721;9627;109;78;21;17;15805698
2021-07-31;Ensemble;[0,19];41308;2485;19;10;2;1;16124004
2021-07-31;Ensemble;[60,79];22141;808;134;103;51;38;13957936
2021-07-31;Ensemble;"[80;+]";7906;215;74;52;8;6;4132668
2021-08-01;Ensemble;[60,79];6883;289;94;65;41;29;13957936
2021-08-02;Ensemble;[0,19];58059;6588;32;18;0;0;16124004
2021-08-02;Ensemble;[20,39];120222;13152;96;71;20;15;15805698
2021-08-03;Ensemble;[20,39];99534;10270;112;78;22;17;15805698
2021-08-03;Ensemble;[40,59];68912;5649;195;140;49;40;17386935
2021-08-04;Ensemble;[0,19];41943;4675;27;16;4;4;16124004
2021-08-04;Ensemble;[40,59];65601;5173;160;114;52;45;17386935
2021-08-04;Ensemble;[60,79];32166;1919;168;123;58;46;13957936
2021-08-05;Ensemble;"[80;+]";14141;581;115;86;13;8;4132668
2021-08-06;Ensemble;[20,39];138711;9255;99;69;27;20;15805698
2021-08-07;Ensemble;"[80;+]";8002;296;106;82;9;8;4132668
2021-08-08;Ensemble;[20,39];21110;1464;67;54;21;16;15805698
2021-08-09;Ensemble;[0,19];52588;6756;24;11;2;1;16124004
2021-08-09;Ensemble;[60,79];47872;2938;219;162;85;61;13957936
2021-08-09;Ensemble;"[80;+]";19668;894;144;107;12;11;4132668
2021-08-10;Ensemble;[40,59];76843;5825;199;138;53;44;17386935
2021-08-10;Ensemble;[60,79];39184;2405;239;171;78;58;13957936
2021-08-10;Ensemble;"[80;+]";18243;834;127;95;12;7;4132668
2021-08-11;Ensemble;[0,19];38658;4815;36;13;2;1;16124004
2021-08-12;Ensemble;[0,19];44452;4814;39;15;6;2;16124004
2021-08-13;Ensemble;[60,79];38730;2199;216;147;64;50;13957936
2021-08-14;Ensemble;[20,39];75210;4546;100;75;26;21;15805698
2021-08-14;Ensemble;"[80;+]";8726;373;119;85;4;4;4132668
2021-08-15;Ensemble;"[80;+]";4305;165;116;77;8;4;4132668
2021-08-16;Ensemble;[20,39];124494;11446;101;74;26;22;15805698
2021-08-17;Ensemble;[20,39];97592;8322;121;93;24;22;15805698
2021-08-18;Ensemble;[0,19];32768;4411;30;16;2;2;16124004
2021-08-18;Ensemble;[60,79];33617;2002;253;177;74;61;13957936
2021-08-19;Ensemble;[0,19];36607;4075;29;15;4;2;16124004
2021-08-19;Ensemble;[40,59];70575;4403;184;128;67;47;17386935
2021-08-19;Ensemble;"[80;+]";15997;651;124;81;9;7;4132668
2021-08-20;Ensemble;[0,19];44470;4368;28;12;4;1;16124004
2021-08-22;Ensemble;[0,19];5306;563;22;13;5;4;16124004
2021-08-22;Ensemble;[20,39];14803;1115;98;72;18;13;15805698
2021-08-22;Ensemble;"[80;+]";4142;171;111;84;7;7;4132668
2021-06-01;Non-vaccinés;[60,79];21706;622;86;61;32;25;3665035
