date;vac_statut;age;nb_PCR;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;effectif J-7
2021-06-02;Non-vaccinés;[0,19];44787;1762;8;4;1;1;15892740
2021-06-02;Non-vaccinés;[20,39];52956;2259;55;45;12;8;12533295
2021-06-03;Non-vaccinés;[0,19];48728;1637;10;7;1;1;15876594
2021-06-03;Non-vaccinés;"[80;+]";6704;154;42;29;2;2;972764
2021-06-04;Non-vaccinés;[20,39];64079;2049;44;35;8;5;12222423
2021-06-05;Non-vaccinés;[0,19];22170;877;10;6;0;0;15844652
2021-06-06;Non-vaccinés;[0,19];4167;151;9;5;2;0;15838299
2021-06-06;Non-vaccinés;[20,39];8493;271;28;19;8;5;12056678
2021-06-07;Non-vaccinés;[0,19];45298;1673;15;12;1;1;15821481
2021-06-09;Non-vaccinés;[40,59];32200;922;66;47;18;12;8821974
2021-06-09;Non-vaccinés;[60,79];18108;355;64;50;19;14;3322188
2021-06-10;Non-vaccinés;[0,19];37767;955;10;6;1;1;15758185
2021-06-10;Non-vaccinés;[20,39];52165;1203;32;22;4;3;11372068
2021-06-10;Non-vaccinés;[40,59];32510;815;52;40;15;11;8641329
2021-06-11;Non-vaccinés;[0,19];39901;999;6;3;1;1;15735928
2021-06-11;Non-vaccinés;[60,79];22481;369;67;41;17;12;3219994
2021-06-12;Non-vaccinés;[0,19];15921;506;8;4;2;2;15715615
2021-06-12;Non-vaccinés;[40,59];20734;457;41;30;17;15;8337025
2021-06-12;Non-vaccinés;[60,79];14246;178;53;34;22;18;3198359
2021-06-12;Non-vaccinés;"[80;+]";4196;62;23;16;1;1;921748
2021-06-13;Non-vaccinés;[40,59];5107;127;41;33;14;11;8290297
2021-06-13;Non-vaccinés;[60,79];4075;80;32;15;12;7;3192719
2021-06-14;Non-vaccinés;[20,39];47278;1246;41;30;5;4;10823270
2021-06-14;Non-vaccinés;"[80;+]";8073;110;16;9;7;5;916779
2021-06-15;Non-vaccinés;[20,39];38125;973;23;17;5;4;10648001
2021-06-16;Non-vaccinés;[60,79];16959;242;39;25;15;11;3081257
2021-06-16;Non-vaccinés;"[80;+]";5806;51;22;10;3;2;904538
2021-06-17;Non-vaccinés;[0,19];30611;547;5;2;0;0;15616893
2021-06-18;Non-vaccinés;[0,19];37388;605;6;2;2;0;15593885
2021-06-18;Non-vaccinés;[20,39];55466;830;24;12;4;3;10131450
2021-06-18;Non-vaccinés;[40,59];40143;573;31;25;9;7;7592537
2021-06-18;Non-vaccinés;"[80;+]";5896;81;20;12;1;1;890787
2021-06-19;Non-vaccinés;[0,19];15635;296;9;4;1;1;15571760
2021-06-19;Non-vaccinés;"[80;+]";3922;48;14;11;5;4;887979
2021-06-20;Non-vaccinés;[60,79];3964;52;22;15;7;4;2973865
2021-06-20;Non-vaccinés;"[80;+]";2095;39;15;9;0;0;887472
2021-06-21;Non-vaccinés;[0,19];29458;542;10;6;0;0;15546438
2021-06-21;Non-vaccinés;[60,79];24744;259;20;13;16;11;2950184
2021-06-23;Non-vaccinés;[40,59];26503;371;26;19;6;5;7180910
2021-06-24;Non-vaccinés;[0,19];30450;422;5;4;0;0;15373749
2021-06-24;Non-vaccinés;[60,79];13851;173;30;26;15;9;2859783
2021-06-25;Non-vaccinés;[40,59];35321;434;19;14;4;3;6984842
2021-06-25;Non-vaccinés;[60,79];20458;167;27;19;8;7;2831105
2021-06-25;Non-vaccinés;"[80;+]";5394;41;8;5;2;2;864331
2021-06-26;Non-vaccinés;[60,79];13230;98;23;13;7;7;2818102
2021-06-26;Non-vaccinés;"[80;+]";3787;26;12;8;1;1;862232
2021-06-28;Non-vaccinés;[0,19];35125;477;6;3;1;0;15170867
2021-06-29;Non-vaccinés;[0,19];31176;397;7;3;0;0;15126349
2021-06-30;Non-vaccinés;[0,19];34829;488;5;2;1;0;15059719
2021-06-30;Non-vaccinés;[20,39];41986;876;17;13;2;1;9012656
2021-06-30;Non-vaccinés;"[80;+]";5087;55;18;12;1;0;852125
2021-07-01;Non-vaccinés;[20,39];48840;911;17;14;3;3;8922854
2021-07-02;Non-vaccinés;[40,59];36081;480;25;14;8;5;6583795
2021-07-02;Non-vaccinés;"[80;+]";5182;36;10;6;0;0;843776
2021-07-03;Non-vaccinés;[20,39];30562;570;13;11;4;3;8788145
2021-07-04;Non-vaccinés;[0,19];7826;129;5;4;0;0;14906592
2021-07-04;Non-vaccinés;[60,79];3575;53;15;10;4;3;2696022
2021-07-05;Non-vaccinés;[20,39];51145;1501;25;20;3;2;8708297
2021-07-05;Non-vaccinés;"[80;+]";6927;61;12;7;1;1;839593
2021-07-06;Non-vaccinés;[20,39];42913;1285;19;16;7;7;8642130
2021-07-06;Non-vaccinés;"[80;+]";5846;38;12;10;2;2;836297
2021-07-08;Non-vaccinés;[0,19];47795;731;6;4;1;0;14716858
2021-07-08;Non-vaccinés;[20,39];53930;1513;18;14;4;4;8500483
2021-07-09;Non-vaccinés;[40,59];39435;639;20;16;9;7;6248974
2021-07-09;Non-vaccinés;[60,79];16807;237;22;18;10;7;2596512
2021-07-09;Non-vaccinés;"[80;+]";4808;51;10;6;1;1;825068
2021-07-11;Non-vaccinés;[60,79];3422;51;22;13;6;4;2583434
2021-07-13;Non-vaccinés;[40,59];37675;1074;33;24;8;7;6088222
2021-07-14;Non-vaccinés;[60,79];3858;80;26;13;10;9;2523960
2021-07-14;Non-vaccinés;"[80;+]";1942;24;13;10;2;2;813703
2021-07-15;Non-vaccinés;[20,39];66438;4433;25;21;4;4;8074265
2021-07-15;Non-vaccinés;[60,79];15922;386;33;20;19;13;2498001
2021-07-15;Non-vaccinés;"[80;+]";5336;67;19;15;1;0;809244
2021-07-16;Non-vaccinés;[0,19];50015;2038;6;4;1;0;14393308
2021-07-17;Non-vaccinés;[40,59];23871;837;34;24;12;10;5840581
2021-07-17;Non-vaccinés;[60,79];11570;210;39;25;12;10;2462458
2021-07-18;Non-vaccinés;[0,19];7117;366;15;6;1;0;14347711
2021-07-19;Non-vaccinés;[0,19];42515;3420;12;7;3;1;14312032
2021-07-19;Non-vaccinés;[20,39];63995;7323;48;35;3;3;7854754
2021-07-19;Non-vaccinés;[40,59];42015;2539;53;40;13;10;5775369
2021-07-19;Non-vaccinés;"[80;+]";7195;123;25;15;3;3;800399
2021-07-20;Non-vaccinés;[20,39];61581;6915;45;34;5;3;7742815
2021-07-20;Non-vaccinés;[60,79];17701;559;31;23;15;12;2414722
2021-07-21;Non-vaccinés;[0,19];36619;3190;11;5;5;4;14212511
2021-07-22;Non-vaccinés;[0,19];44938;3418;16;6;1;0;14144605
2021-07-22;Non-vaccinés;[40,59];48380;2508;50;36;26;18;5551193
2021-07-22;Non-vaccinés;"[80;+]";5563;167;38;26;2;2;790431
2021-07-23;Non-vaccinés;[40,59];57524;2626;70;49;33;27;5440824
2021-07-24;Non-vaccinés;[0,19];30097;1981;18;9;0;0;14024799
2021-07-24;Non-vaccinés;[60,79];12028;368;50;31;23;17;2318406
2021-07-24;Non-vaccinés;"[80;+]";3611;92;40;25;2;2;782694
2021-07-25;Non-vaccinés;[0,19];7514;541;20;9;2;2;14000703
2021-07-26;Non-vaccinés;[60,79];23293;1197;88;58;27;21;2289556
2021-07-27;Non-vaccinés;[0,19];37130;4326;20;10;1;1;13874023
2021-07-27;Non-vaccinés;[60,79];18525;1008;91;62;29;25;2255670
2021-07-28;Non-vaccinés;[20,39];66020;8214;76;47;13;11;6768237
2021-07-28;Non-vaccinés;[40,59];41256;3442;91;75;24;16;5047352
2021-07-28;Non-vaccinés;[60,79];16595;973;83;60;41;30;2223344
2021-07-29;Non-vaccinés;[0,19];44641;3984;16;9;2;1;13713313
2021-07-29;Non-vaccinés;[40,59];48632;3384;129;89;32;27;4923554
2021-07-29;Non-vaccinés;"[80;+]";6113;243;49;38;5;1;763832
2021-07-30;Non-vaccinés;[20,39];93902;7409;102;73;20;16;6397379
2021-07-30;Non-vaccinés;[40,59];59999;3389;113;87;53;39;4795947
2021-07-30;Non-vaccinés;[60,79];18801;1031;109;72;39;32;2146873
2021-07-31;Non-vaccinés;[40,59];29796;1733;99;70;35;27;4713507
2021-08-01;Non-vaccinés;[20,39];11724;1021;78;54;17;14;6216453
2021-08-02;Non-vaccinés;[20,39];73659;10156;89;65;19;14;6070294
2021-08-02;Non-vaccinés;[40,59];49821;5293;149;115;49;40;4586643
2021-08-02;Non-vaccinés;[60,79];22076;1567;121;89;52;37;2095191
2021-08-03;Non-vaccinés;"[80;+]";7460;349;84;60;5;4;745466
2021-08-04;Non-vaccinés;[20,39];58935;7533;98;76;23;20;5688482
2021-08-04;Non-vaccinés;[40,59];37687;3753;145;102;45;40;4330365
2021-08-05;Non-vaccinés;[40,59];42679;3831;143;116;53;39;4193609
2021-08-06;Non-vaccinés;[0,19];44458;4253;22;4;3;3;13119093
2021-08-07;Non-vaccinés;[0,19];24616;2204;27;11;5;1;13057956
2021-08-07;Non-vaccinés;[60,79];11920;657;115;74;49;41;1916820
2021-08-07;Non-vaccinés;"[80;+]";3500;168;74;51;5;4;723658
2021-08-08;Non-vaccinés;[60,79];3648;242;104;68;48;35;1911786
2021-08-09;Non-vaccinés;[20,39];81610;9402;96;73;22;19;5016649
2021-08-09;Non-vaccinés;[40,59];55493;5515;155;115;51;39;3864130
2021-08-09;Non-vaccinés;[60,79];25184;1887;165;114;73;49;1885211
2021-08-09;Non-vaccinés;"[80;+]";8895;470;86;55;8;8;719246
2021-08-10;Non-vaccinés;[20,39];70243;7763;110;72;25;19;4869308
2021-08-11;Non-vaccinés;[60,79];18486;1443;167;107;68;55;1816690
2021-08-11;Non-vaccinés;"[80;+]";7503;403;78;55;11;9;707932
2021-08-12;Non-vaccinés;"[80;+]";6823;361;91;54;8;5;701792
2021-08-13;Non-vaccinés;[0,19];40410;4339;36;21;4;0;12617317
2021-08-13;Non-vaccinés;[20,39];87010;6549;111;83;23;19;4463681
2021-08-13;Non-vaccinés;[40,59];54407;3793;208;140;49;38;3449544
2021-08-13;Non-vaccinés;[60,79];20591;1366;171;108;47;34;1749210
2021-08-14;Non-vaccinés;[0,19];21398;2303;28;10;5;2;12569669
2021-08-14;Non-vaccinés;"[80;+]";3926;197;80;55;1;1;693464
2021-08-15;Non-vaccinés;[0,19];4855;573;30;7;2;1;12551650
2021-08-15;Non-vaccinés;[20,39];10419;957;73;52;18;13;4350882
2021-08-15;Non-vaccinés;[40,59];6112;576;134;89;52;36;3370446
2021-08-15;Non-vaccinés;[60,79];3305;248;133;85;38;27;1730575
2021-08-16;Non-vaccinés;[0,19];33640;5584;27;15;3;1;12491885
2021-08-17;Non-vaccinés;[20,39];57908;6282;102;75;19;18;4141662
2021-08-18;Non-vaccinés;[40,59];36866;3218;177;121;65;44;3141045
2021-08-18;Non-vaccinés;"[80;+]";7465;352;87;59;7;5;679448
2021-08-19;Non-vaccinés;[40,59];40539;3070;150;98;56;39;3065456
2021-08-20;Non-vaccinés;[0,19];32813;3933;26;10;4;1;12259165
2021-08-20;Non-vaccinés;[20,39];72272;5335;100;75;29;20;3845804
2021-08-21;Non-vaccinés;[0,19];17393;2091;23;7;4;1;12227224
2021-08-21;Non-vaccinés;[60,79];12422;645;158;99;52;39;1592572
2021-08-22;Non-vaccinés;[0,19];4068;518;22;13;4;3;12218108
2021-08-22;Non-vaccinés;[40,59];5390;461;147;104;54;40;2945628
2021-05-31;Primo dose efficace;"[80;+]";1848;42;10;5;0;0;494966
2021-06-01;Primo dose efficace;[0,19];264;0;0;0;0;0;32619
2021-06-01;Primo dose efficace;[40,59];7711;113;8;8;1;1;2615901
2021-06-03;Primo dose efficace;[0,19];464;3;0;0;0;0;41555
2021-06-03;Primo dose efficace;[60,79];7352;69;3;3;2;2;4517640
2021-06-04;Primo dose efficace;[20,39];7725;59;0;0;0;0;939145
2021-06-04;Primo dose efficace;[60,79];9849;72;8;8;1;1;4469823
2021-06-05;Primo dose efficace;"[80;+]";894;17;8;8;0;0;488532
2021-06-06;Primo dose efficace;[40,59];1291;17;3;2;2;2;3403043
2021-06-06;Primo dose efficace;"[80;+]";458;6;0;0;1;0;491809
2021-06-08;Primo dose efficace;"[80;+]";1466;16;7;6;0;0;484949
2021-06-10;Primo dose efficace;[0,19];614;4;0;0;0;0;104028
2021-06-10;Primo dose efficace;[60,79];6404;56;6;4;0;0;4400728
2021-06-11;Primo dose efficace;[40,59];12242;71;2;2;1;1;4072415
2021-06-11;Primo dose efficace;"[80;+]";1127;7;1;1;0;0;467087
2021-06-12;Primo dose efficace;[60,79];4908;26;4;3;1;0;4298726
2021-06-12;Primo dose efficace;"[80;+]";841;6;1;1;0;0;466586
2021-06-13;Primo dose efficace;[0,19];76;1;0;0;0;0;144419
2021-06-13;Primo dose efficace;[20,39];1265;5;0;0;0;0;1825402
2021-06-13;Primo dose efficace;[40,59];1302;8;2;2;3;2;4395324
2021-06-14;Primo dose efficace;"[80;+]";1581;12;4;4;0;0;458261
2021-06-15;Primo dose efficace;[0,19];517;6;0;0;0;0;161528
2021-06-15;Primo dose efficace;[40,59];8731;39;5;5;1;0;4463129
2021-06-16;Primo dose efficace;[40,59];9693;60;3;3;2;2;4562857
2021-06-16;Primo dose efficace;[60,79];5278;23;4;2;2;2;3981840
2021-06-17;Primo dose efficace;[20,39];12522;41;0;0;0;0;2153700
2021-06-18;Primo dose efficace;[20,39];12536;50;1;1;0;0;2274923
2021-06-19;Primo dose efficace;[0,19];523;2;0;0;0;0;215002
2021-06-19;Primo dose efficace;"[80;+]";720;10;2;2;0;0;418919
2021-06-20;Primo dose efficace;[0,19];133;0;0;0;0;0;229416
2021-06-21;Primo dose efficace;[0,19];801;2;0;0;0;0;234233
2021-06-22;Primo dose efficace;[60,79];4593;20;1;0;2;1;3384410
2021-06-23;Primo dose efficace;[0,19];834;4;0;0;0;0;264887
2021-06-23;Primo dose efficace;[60,79];3880;27;8;7;2;2;3277758
2021-06-23;Primo dose efficace;"[80;+]";907;6;3;2;0;0;387386
2021-06-24;Primo dose efficace;[0,19];1168;4;0;0;0;0;283958
2021-06-24;Primo dose efficace;[60,79];3344;19;3;2;0;0;3159726
2021-06-25;Primo dose efficace;[0,19];1344;9;0;0;0;0;302311
2021-06-25;Primo dose efficace;[60,79];4626;16;5;5;1;0;3014327
2021-06-27;Primo dose efficace;[20,39];1568;7;0;0;0;0;3279253
2021-06-27;Primo dose efficace;[60,79];748;3;0;0;1;1;2952893
2021-06-29;Primo dose efficace;[0,19];1226;9;0;0;0;0;360722
2021-06-29;Primo dose efficace;[60,79];3528;20;4;2;0;0;2643665
2021-06-29;Primo dose efficace;"[80;+]";860;8;0;0;0;0;338297
2021-06-30;Primo dose efficace;[0,19];1520;8;0;0;0;0;377590
2021-07-01;Primo dose efficace;[20,39];14587;106;1;1;0;0;3578452
2021-07-02;Primo dose efficace;[60,79];3397;19;1;1;3;2;2272603
2021-07-03;Primo dose efficace;[0,19];1793;14;0;0;0;0;430044
2021-07-03;Primo dose efficace;[40,59];6777;30;2;1;1;1;5144500
2021-07-04;Primo dose efficace;[0,19];408;2;0;0;0;0;448029
2021-07-05;Primo dose efficace;[0,19];3254;44;0;0;0;0;450238
2021-07-05;Primo dose efficace;[40,59];11062;79;0;0;0;0;5026482
2021-07-07;Primo dose efficace;[0,19];2966;46;0;0;0;0;492937
2021-07-07;Primo dose efficace;"[80;+]";776;5;2;2;0;0;276282
2021-07-08;Primo dose efficace;[0,19];4547;53;0;0;0;0;550898
2021-07-08;Primo dose efficace;[20,39];15179;205;0;0;0;0;3823674
2021-07-09;Primo dose efficace;[20,39];15584;221;2;2;1;1;3812663
2021-07-09;Primo dose efficace;[60,79];2415;18;3;3;0;0;1725110
2021-07-09;Primo dose efficace;"[80;+]";631;2;0;0;0;0;258796
2021-07-11;Primo dose efficace;"[80;+]";244;1;1;1;0;0;256916
2021-07-12;Primo dose efficace;[20,39];13072;346;0;0;0;0;3718754
2021-07-12;Primo dose efficace;[60,79];2342;26;1;0;0;0;1592755
2021-07-12;Primo dose efficace;"[80;+]";697;6;0;0;0;0;248434
2021-07-13;Primo dose efficace;[20,39];11640;371;0;0;0;0;3641392
2021-07-13;Primo dose efficace;[40,59];7608;100;3;3;0;0;3982541
2021-07-13;Primo dose efficace;[60,79];2306;22;2;1;2;2;1492476
2021-07-14;Primo dose efficace;[60,79];456;7;1;1;0;0;1419640
2021-07-14;Primo dose efficace;"[80;+]";244;1;0;0;0;0;232004
2021-07-16;Primo dose efficace;[40,59];7315;165;0;0;0;0;3487120
2021-07-16;Primo dose efficace;"[80;+]";602;4;1;1;0;0;214920
2021-07-17;Primo dose efficace;[40,59];3871;68;1;0;1;1;3367811
2021-07-17;Primo dose efficace;[60,79];1141;17;2;1;0;0;1211625
2021-07-19;Primo dose efficace;[20,39];11257;835;0;0;1;1;3238095
2021-07-19;Primo dose efficace;[40,59];6543;261;1;1;2;2;3172945
2021-07-20;Primo dose efficace;[40,59];5374;201;0;0;0;0;3005909
2021-07-21;Primo dose efficace;[60,79];1536;34;0;0;1;1;1005820
2021-07-21;Primo dose efficace;"[80;+]";639;7;1;0;0;0;192192
2021-07-22;Primo dose efficace;[0,19];5146;224;0;0;0;0;934028
2021-07-22;Primo dose efficace;[40,59];7229;194;3;3;2;2;2728320
2021-07-22;Primo dose efficace;[60,79];1435;31;2;2;1;1;942533
2021-07-23;Primo dose efficace;"[80;+]";610;16;2;2;0;0;178779
2021-07-24;Primo dose efficace;[0,19];3149;114;0;0;0;0;962692
2021-07-24;Primo dose efficace;[60,79];988;17;2;2;0;0;854295
2021-07-24;Primo dose efficace;"[80;+]";335;6;2;2;0;0;177540
2021-07-25;Primo dose efficace;[20,39];1620;114;0;0;0;0;2774976
2021-07-25;Primo dose efficace;[40,59];858;27;2;1;2;2;2464759
2021-07-25;Primo dose efficace;[60,79];363;6;3;3;0;0;854158
2021-07-26;Primo dose efficace;[0,19];4420;244;0;0;0;0;959111
2021-07-26;Primo dose efficace;[60,79];1977;52;3;2;1;1;801917
2021-07-26;Primo dose efficace;"[80;+]";789;11;2;1;0;0;172048
2021-07-28;Primo dose efficace;[0,19];3537;173;0;0;0;0;969570
2021-07-29;Primo dose efficace;[0,19];4617;162;0;0;0;0;966274
2021-07-29;Primo dose efficace;[20,39];10788;526;3;3;1;1;2289809
2021-07-30;Primo dose efficace;[20,39];14642;498;1;0;0;0;2163007
2021-07-30;Primo dose efficace;[40,59];7739;186;5;3;3;2;1859644
2021-07-30;Primo dose efficace;[60,79];1439;46;1;1;1;1;665484
2021-07-31;Primo dose efficace;"[80;+]";303;5;2;1;0;0;156439
2021-08-01;Primo dose efficace;[0,19];683;25;1;1;0;0;978988
2021-08-01;Primo dose efficace;[20,39];1477;73;1;1;0;0;2082753
2021-08-01;Primo dose efficace;"[80;+]";166;4;3;3;0;0;156979
2021-08-03;Primo dose efficace;"[80;+]";599;13;1;1;0;0;147861
2021-08-04;Primo dose efficace;[20,39];8324;452;2;2;0;0;1725774
2021-08-04;Primo dose efficace;[60,79];1153;52;1;1;1;1;557747
2021-08-04;Primo dose efficace;"[80;+]";601;12;3;3;0;0;145049
2021-08-05;Primo dose efficace;[0,19];4092;149;1;1;0;0;891822
2021-08-05;Primo dose efficace;[40,59];5363;199;3;3;0;0;1395460
2021-08-06;Primo dose efficace;[0,19];5206;152;0;0;0;0;889708
2021-08-07;Primo dose efficace;[20,39];8606;295;1;1;0;0;1614217
2021-08-07;Primo dose efficace;[40,59];4138;123;3;3;1;1;1323312
2021-08-08;Primo dose efficace;"[80;+]";169;7;4;3;1;1;138026
2021-08-09;Primo dose efficace;[0,19];4461;181;0;0;1;0;887388
2021-08-09;Primo dose efficace;[40,59];8290;344;3;3;3;3;1284300
2021-08-09;Primo dose efficace;[60,79];1964;70;5;5;1;1;480765
2021-08-09;Primo dose efficace;"[80;+]";695;22;5;5;0;0;134899
2021-08-10;Primo dose efficace;[20,39];13979;541;4;4;0;0;1576251
2021-08-11;Primo dose efficace;[40,59];6444;257;7;6;1;1;1240611
2021-08-11;Primo dose efficace;[60,79];1449;46;3;3;4;4;452454
2021-08-12;Primo dose efficace;[0,19];4542;167;0;0;0;0;897786
2021-08-12;Primo dose efficace;[40,59];8458;265;7;7;1;0;1242168
2021-08-14;Primo dose efficace;[20,39];11648;350;2;2;0;0;1779852
2021-08-14;Primo dose efficace;[60,79];1193;31;5;5;2;2;443175
2021-08-15;Primo dose efficace;[20,39];2180;78;1;0;0;0;1863197
2021-08-15;Primo dose efficace;[40,59];874;34;3;3;2;2;1335709
2021-08-15;Primo dose efficace;[60,79];243;11;2;2;3;2;453061
2021-08-16;Primo dose efficace;[20,39];18547;740;3;1;0;0;1828047
2021-08-16;Primo dose efficace;[60,79];2294;85;6;5;3;3;437900
2021-08-16;Primo dose efficace;"[80;+]";786;24;3;2;0;0;127646
2021-08-17;Primo dose efficace;[20,39];14212;602;3;3;4;3;1862404
2021-08-18;Primo dose efficace;[40,59];6716;255;8;7;1;1;1345460
2021-08-19;Primo dose efficace;[40,59];8756;288;8;7;4;3;1383999
2021-08-20;Primo dose efficace;[0,19];5560;172;0;0;0;0;1054881
2021-08-21;Primo dose efficace;[20,39];9590;281;3;3;0;0;2163684
2021-08-21;Primo dose efficace;"[80;+]";354;14;4;4;0;0;131527
2021-08-22;Primo dose efficace;[0,19];434;9;0;0;0;0;1141888
2021-08-22;Primo dose efficace;[40,59];899;33;8;8;0;0;1521091
2021-08-22;Primo dose efficace;"[80;+]";136;6;1;1;0;0;133238
2021-05-31;Primo dose récente;[60,79];1543;39;5;3;1;1;951793
2021-06-01;Primo dose récente;[60,79];1129;36;6;4;0;0;915964
2021-06-01;Primo dose récente;"[80;+]";306;5;2;2;0;0;104086
2021-06-02;Primo dose récente;[40,59];4362;159;4;3;1;1;2763123
2021-06-03;Primo dose récente;[0,19];673;15;0;0;1;1;181369
2021-06-04;Primo dose récente;[60,79];1222;32;2;2;0;0;833294
2021-06-06;Primo dose récente;[40,59];447;9;1;0;0;0;2520239
2021-06-06;Primo dose récente;"[80;+]";61;0;0;0;0;0;89397
2021-06-07;Primo dose récente;[0,19];604;12;0;0;0;0;198655
2021-06-07;Primo dose récente;[60,79];1263;29;1;1;2;2;750844
2021-06-08;Primo dose récente;[0,19];524;13;0;0;0;0;208875
2021-06-08;Primo dose récente;[20,39];5236;107;0;0;0;0;1929521
2021-06-08;Primo dose récente;[40,59];3594;75;6;5;0;0;2530395
2021-06-08;Primo dose récente;[60,79];895;12;1;1;0;0;733639
2021-06-08;Primo dose récente;"[80;+]";215;2;1;1;0;0;91824
2021-06-10;Primo dose récente;[0,19];663;10;0;0;0;0;228709
2021-06-10;Primo dose récente;[40,59];3802;68;3;2;2;2;2425581
2021-06-11;Primo dose récente;[60,79];969;10;1;1;0;0;631483
2021-06-12;Primo dose récente;[40,59];2112;30;2;0;0;0;2259416
2021-06-12;Primo dose récente;"[80;+]";124;2;1;1;0;0;80106
2021-06-13;Primo dose récente;[20,39];792;15;1;0;0;0;2000363
2021-06-13;Primo dose récente;[40,59];447;8;2;1;1;0;2143402
2021-06-13;Primo dose récente;"[80;+]";58;0;0;0;0;0;77413
2021-06-14;Primo dose récente;[20,39];5786;82;0;0;0;0;2088010
2021-06-14;Primo dose récente;[40,59];3673;76;1;1;0;0;2188890
2021-06-15;Primo dose récente;[60,79];750;8;5;4;0;0;593963
2021-06-16;Primo dose récente;"[80;+]";176;1;1;1;0;0;82571
2021-06-17;Primo dose récente;[40,59];3070;45;0;0;1;1;2118759
2021-06-17;Primo dose récente;[60,79];591;5;2;1;0;0;562609
2021-06-17;Primo dose récente;"[80;+]";156;2;0;0;0;0;82182
2021-06-18;Primo dose récente;"[80;+]";170;2;1;1;0;0;79230
2021-06-19;Primo dose récente;[60,79];523;1;0;0;0;0;502832
2021-06-20;Primo dose récente;[0,19];136;0;0;0;0;0;280998
2021-06-21;Primo dose récente;[0,19];814;12;0;0;0;0;290566
2021-06-21;Primo dose récente;[40,59];2756;25;0;0;0;0;1923643
2021-06-21;Primo dose récente;"[80;+]";220;2;0;0;0;0;74588
2021-06-22;Primo dose récente;[0,19];688;8;0;0;0;0;320960
2021-06-22;Primo dose récente;[20,39];3474;36;0;0;0;0;2184715
2021-06-22;Primo dose récente;"[80;+]";174;2;1;1;0;0;73551
2021-06-23;Primo dose récente;[0,19];950;7;0;0;0;0;374521
2021-06-23;Primo dose récente;[40,59];1930;15;0;0;0;0;1790788
2021-06-23;Primo dose récente;[60,79];484;5;0;0;0;0;462004
2021-06-24;Primo dose récente;[40,59];2125;21;1;0;0;0;1719701
2021-06-24;Primo dose récente;"[80;+]";109;0;0;0;0;0;69539
2021-06-25;Primo dose récente;[40,59];2212;16;1;0;0;0;1634770
2021-06-27;Primo dose récente;[0,19];214;2;0;0;0;0;500969
2021-06-27;Primo dose récente;"[80;+]";44;1;0;0;0;0;59650
2021-06-29;Primo dose récente;[0,19];1470;14;0;0;0;0;558721
2021-06-29;Primo dose récente;[40,59];1475;23;0;0;0;0;1367259
2021-06-30;Primo dose récente;[20,39];3013;59;0;0;0;0;1619930
2021-07-01;Primo dose récente;[20,39];3576;52;0;0;0;0;1538991
2021-07-01;Primo dose récente;[60,79];316;4;0;0;0;0;337231
2021-07-01;Primo dose récente;"[80;+]";88;0;0;0;0;0;54381
2021-07-03;Primo dose récente;[20,39];1914;38;0;0;0;0;1331130
2021-07-04;Primo dose récente;[0,19];370;8;0;0;0;0;664356
2021-07-04;Primo dose récente;"[80;+]";57;1;0;0;0;0;46123
2021-07-05;Primo dose récente;[0,19];2815;39;0;0;0;0;690604
2021-07-06;Primo dose récente;[0,19];2039;35;0;0;0;0;712600
2021-07-06;Primo dose récente;[40,59];1486;22;1;1;0;0;925760
2021-07-06;Primo dose récente;[60,79];383;0;0;0;0;0;278363
2021-07-08;Primo dose récente;[60,79];326;3;0;0;0;0;262971
2021-07-09;Primo dose récente;[20,39];3873;85;0;0;0;0;1037573
2021-07-10;Primo dose récente;[0,19];1851;31;0;0;0;0;663644
2021-07-10;Primo dose récente;[60,79];273;4;1;1;1;1;240502
2021-07-11;Primo dose récente;[0,19];367;17;0;0;0;0;616693
2021-07-12;Primo dose récente;[20,39];3351;128;0;0;0;0;949340
2021-07-12;Primo dose récente;[40,59];1891;46;2;2;0;0;749918
2021-07-12;Primo dose récente;[60,79];438;9;1;1;0;0;243295
2021-07-14;Primo dose récente;[40,59];377;10;0;0;0;0;745020
2021-07-15;Primo dose récente;[20,39];4391;219;0;0;0;0;926475
2021-07-15;Primo dose récente;[40,59];2172;77;1;1;0;0;750049
2021-07-16;Primo dose récente;[20,39];4749;235;0;0;0;0;916140
2021-07-16;Primo dose récente;"[80;+]";100;0;0;0;0;0;41139
2021-07-17;Primo dose récente;"[80;+]";69;0;0;0;0;0;39718
2021-07-18;Primo dose récente;[60,79];82;1;1;1;0;0;238325
2021-07-20;Primo dose récente;[0,19];2206;169;0;0;0;0;611990
2021-07-20;Primo dose récente;[20,39];5602;550;0;0;2;2;955564
2021-07-20;Primo dose récente;[40,59];2399;147;1;1;0;0;777519
2021-07-20;Primo dose récente;[60,79];524;22;2;2;0;0;260217
2021-07-20;Primo dose récente;"[80;+]";131;3;0;0;0;0;42090
2021-07-21;Primo dose récente;[60,79];494;19;0;0;0;0;249429
2021-07-22;Primo dose récente;[40,59];4271;175;4;3;0;0;813715
2021-07-23;Primo dose récente;[40,59];6124;207;2;1;0;0;860339
2021-07-23;Primo dose récente;[60,79];794;20;0;0;0;0;273931
2021-07-24;Primo dose récente;[40,59];2637;91;5;4;0;0;872961
2021-07-24;Primo dose récente;[60,79];418;15;2;2;0;0;273933
2021-07-25;Primo dose récente;[20,39];1456;127;1;1;0;0;1158989
